LP.,wojewodztwo,powiat,gmina,typ gminy,"typ
jednostki",KESO,razem,MRiPS,MSWIA,MZ,MEiN,MKDNiS
1570,podlaskie,bielski,Brańsk,miejska,OPS,302003021000,7,7,X,X,X,X
1571,podlaskie,bielski,Brańsk,wiejska,OPS,302003052000,8,8,X,X,X,X
1572,podlaskie,bielski,Orla,wiejska,OPS,302003062000,7,7,X,X,X,X
1573,podlaskie,bielski,Rudka,wiejska,OPS,302003072000,6,6,X,X,X,X
1574,podlaskie,bielski,Wyszki,wiejska,OPS,302003082000,7,7,X,X,X,X
1575,podlaskie,grajewski,Grajewo,miejska,OPS,302004011000,23,23,X,X,X,X
1576,podlaskie,grajewski,Grajewo,wiejska,OPS,302004022000,17,17,X,X,X,X
1577,podlaskie,grajewski,Radziłów,wiejska,OPS,302004032000,6,6,X,X,X,X
1578,podlaskie,grajewski,Rajgród,miejsko-wiejska,OPS,302004043000,15,15,X,X,X,X
1579,podlaskie,grajewski,Szczuczyn,miejsko-wiejska,OPS,302004053000,12,12,X,X,X,X
1580,podlaskie,grajewski,Wąsosz,wiejska,OPS,302004062000,13,13,X,X,X,X
1581,podlaskie,hajnowski,Białowieża,wiejska,OPS,302005022000,2,2,X,X,X,X
1582,podlaskie,hajnowski,Czeremcha,wiejska,OPS,302005032000,7,7,X,X,X,X
1583,podlaskie,hajnowski,Czyże,wiejska,OPS,302005042000,2,2,X,X,X,X
1584,podlaskie,hajnowski,Dubicze Cerkiewne,wiejska,OPS,302005052000,2,2,X,X,X,X
1585,podlaskie,hajnowski,Hajnówka,miejska,OPS,302005011000,51,51,X,X,X,X
1586,podlaskie,hajnowski,Hajnówka,wiejska,OPS,302005062000,19,19,X,X,X,X
1587,podlaskie,hajnowski,Kleszczele,miejsko-wiejska,OPS,302005073000,2,2,X,X,X,X
1588,podlaskie,hajnowski,Narew,wiejska,OPS,302005082000,10,10,X,X,X,X
1589,podlaskie,hajnowski,Narewka,wiejska,OPS,302005092000,6,6,X,X,X,X
1590,podlaskie,kolneński,Grabowo,wiejska,OPS,302006022000,5,5,X,X,X,X
1591,podlaskie,kolneński,Kolno,miejska,OPS,302006011000,16,16,X,X,X,X
1592,podlaskie,kolneński,Kolno,wiejska,OPS,302006032000,22,22,X,X,X,X
1593,podlaskie,kolneński,Mały Płock,wiejska,OPS,302006042000,8,8,X,X,X,X
1594,podlaskie,kolneński,Stawiski,miejsko-wiejska,OPS,302006053000,28,28,X,X,X,X
1595,podlaskie,kolneński,Turośl,wiejska,OPS,302006062000,7,7,X,X,X,X
1596,podlaskie,m. Łomża,M. Łomża,miejska,MOPR,252062011000,36,36,X,X,X,X
1597,podlaskie,łomżyński,Jedwabne,miejsko-wiejska,OPS,302007013000,10,10,X,X,X,X
1598,podlaskie,łomżyński,Łomża,wiejska,OPS,302007022000,23,23,X,X,X,X
1599,podlaskie,łomżyński,Miastkowo,wiejska,OPS,302007032000,9,9,X,X,X,X
1600,podlaskie,łomżyński,Nowogród,miejsko-wiejska,OPS,302007043000,0,0,X,X,X,X
1601,podlaskie,łomżyński,Piątnica,wiejska,OPS,302007052000,25,25,X,X,X,X
1602,podlaskie,łomżyński,Przytuły,wiejska,OPS,302007062000,4,4,X,X,X,X
1603,podlaskie,łomżyński,Śniadowo,wiejska,OPS,302007072000,4,4,X,X,X,X
1604,podlaskie,łomżyński,Wizna,wiejska,OPS,302007082000,2,2,X,X,X,X
1605,podlaskie,łomżyński,Zbójna,wiejska,OPS,302007092000,3,3,X,X,X,X
1606,podlaskie,moniecki,Goniądz,miejsko-wiejska,OPS,302008013000,18,18,X,X,X,X
1607,podlaskie,moniecki,Jasionówka,wiejska,OPS,302008022000,10,10,X,X,X,X
1608,podlaskie,moniecki,Jaświły,wiejska,OPS,302008032000,7,7,X,X,X,X
1609,podlaskie,moniecki,Knyszyn,miejsko-wiejska,OPS,302008043000,7,7,X,X,X,X
1610,podlaskie,moniecki,Krypno,wiejska,OPS,302008052000,14,14,X,X,X,X
1611,podlaskie,moniecki,Mońki,miejsko-wiejska,OPS,302008063000,9,9,X,X,X,X
1612,podlaskie,moniecki,Trzcianne,wiejska,OPS,302008072000,0,0,X,X,X,X
1613,podlaskie,sejneński,Giby,wiejska,OPS,302009022000,5,5,X,X,X,X
1614,podlaskie,sejneński,Krasnopol,wiejska,OPS,302009032000,0,0,X,X,X,X
1615,podlaskie,sejneński,Puńsk,wiejska,OPS,302009042000,3,3,X,X,X,X
1616,podlaskie,sejneński,Sejny,miejska,OPS,302009011000,11,11,X,X,X,X
1617,podlaskie,sejneński,Sejny,wiejska,OPS,302009052000,10,10,X,X,X,X
1618,podlaskie,siemiatycki,Drohiczyn,miejsko-wiejska,OPS,302010023000,10,10,X,X,X,X
1619,podlaskie,siemiatycki,Dziadkowice,wiejska,OPS,302010032000,0,0,X,X,X,X
1620,podlaskie,siemiatycki,Grodzisk,wiejska,OPS,302010042000,4,4,X,X,X,X
1621,podlaskie,siemiatycki,Mielnik,wiejska,OPS,302010052000,1,1,X,X,X,X
1622,podlaskie,siemiatycki,Milejczyce,wiejska,OPS,302010062000,3,3,X,X,X,X
1623,podlaskie,siemiatycki,Nurzec-Stacja,wiejska,OPS,302010072000,3,3,X,X,X,X
1624,podlaskie,siemiatycki,Perlejewo,wiejska,OPS,302010082000,0,0,X,X,X,X
1625,podlaskie,siemiatycki,Siemiatycze,miejska,OPS,302010011000,15,15,X,X,X,X
1626,podlaskie,siemiatycki,Siemiatycze,wiejska,OPS,302010092000,12,12,X,X,X,X
1627,podlaskie,sokólski,Dąbrowa Białostocka,miejsko-wiejska,OPS,302011013000,30,30,X,X,X,X
1628,podlaskie,sokólski,Janów,wiejska,OPS,302011022000,13,13,X,X,X,X
1629,podlaskie,sokólski,Korycin,wiejska,OPS,302011032000,10,10,X,X,X,X
1630,podlaskie,sokólski,Krynki,miejsko-wiejska,OPS,302011043000,6,6,X,X,X,X
1631,podlaskie,sokólski,Kuźnica,wiejska,OPS,302011052000,16,16,X,X,X,X
1632,podlaskie,sokólski,Nowy Dwór,wiejska,OPS,302011062000,5,5,X,X,X,X
1633,podlaskie,sokólski,Sidra,wiejska,OPS,302011072000,7,7,X,X,X,X
1634,podlaskie,sokólski,Sokółka,miejsko-wiejska,OPS,302011083000,75,75,X,X,X,X
1635,podlaskie,sokólski,Suchowola,miejsko-wiejska,OPS,302011093000,6,6,X,X,X,X
1636,podlaskie,sokólski,Szudziałowo,wiejska,OPS,302011102000,22,22,X,X,X,X
1637,podlaskie,suwalski,Bakałarzewo,wiejska,OPS,302012012000,3,3,X,X,X,X
1638,podlaskie,suwalski,Filipów,wiejska,OPS,302012022000,3,3,X,X,X,X
1639,podlaskie,suwalski,Jeleniewo,wiejska,OPS,302012032000,10,10,X,X,X,X
1640,podlaskie,suwalski,Przerośl,wiejska,OPS,302012042000,7,7,X,X,X,X
1641,podlaskie,suwalski,Raczki,wiejska,OPS,302012052000,10,10,X,X,X,X
1642,podlaskie,suwalski,Rutka-Tartak,wiejska,OPS,302012062000,2,2,X,X,X,X
1643,podlaskie,suwalski,Suwałki,wiejska,OPS,302012072000,18,18,X,X,X,X
1644,podlaskie,suwalski,Szypliszki,wiejska,OPS,302012082000,8,8,X,X,X,X
1645,podlaskie,suwalski,Wiżajny,wiejska,OPS,302012092000,4,4,X,X,X,X
1646,podlaskie,m. Suwałki,M. Suwałki,miejska,MOPR,252063011000,91,91,X,X,X,X
1647,podlaskie,wysokomazowiecki,Ciechanowiec,miejsko-wiejska,OPS,302013023000,18,18,X,X,X,X
1648,podlaskie,wysokomazowiecki,Czyżew,miejsko-wiejska,OPS,302013033000,3,3,X,X,X,X
1649,podlaskie,wysokomazowiecki,Klukowo,wiejska,OPS,302013042000,6,6,X,X,X,X
1650,podlaskie,wysokomazowiecki,Kobylin-Borzymy,wiejska,OPS,302013052000,7,7,X,X,X,X
1651,podlaskie,wysokomazowiecki,Kulesze Kościelne,wiejska,OPS,302013062000,3,3,X,X,X,X
1652,podlaskie,wysokomazowiecki,Nowe Piekuty,wiejska,OPS,302013072000,5,5,X,X,X,X
1653,podlaskie,wysokomazowiecki,Sokoły,wiejska,OPS,302013082000,9,9,X,X,X,X
1654,podlaskie,wysokomazowiecki,Szepietowo,miejsko-wiejska,OPS,302013093000,17,17,X,X,X,X
1655,podlaskie,wysokomazowiecki,Wysokie Mazowieckie,miejska,OPS,302013011000,18,18,X,X,X,X
1656,podlaskie,wysokomazowiecki,Wysokie Mazowieckie,wiejska,OPS,302013102000,14,14,X,X,X,X
1657,podlaskie,zambrowski,Kołaki Kościelne,wiejska,OPS,302014022000,2,2,X,X,X,X
1658,podlaskie,zambrowski,Rutki,wiejska,OPS,302014032000,8,8,X,X,X,X
1659,podlaskie,zambrowski,Szumowo,wiejska,OPS,302014042000,5,5,X,X,X,X
1660,podlaskie,zambrowski,Zambrów,miejska,OPS,302014011000,59,59,X,X,X,X
1661,podlaskie,zambrowski,Zambrów,wiejska,OPS,302014052000,7,7,X,X,X,X
1662,pomorskie,-,-,-,WPS,102200000000,3937,3937,X,X,X,X
1663,pomorskie,bytowski,Borzytuchom,wiejska,OPS,302201012000,6,6,X,X,X,X
1664,pomorskie,bytowski,Bytów,miejsko-wiejska,OPS,302201023000,52,52,X,X,X,X
1665,pomorskie,bytowski,Czarna Dąbrówka,wiejska,OPS,302201032000,2,2,X,X,X,X
1666,pomorskie,bytowski,Kołczygłowy,wiejska,OPS,302201042000,3,3,X,X,X,X
1667,pomorskie,bytowski,Lipnica,wiejska,OPS,302201052000,4,4,X,X,X,X
1668,pomorskie,bytowski,Miastko,miejsko-wiejska,OPS,302201063000,24,24,X,X,X,X
1669,pomorskie,bytowski,Parchowo,wiejska,OPS,302201072000,3,3,X,X,X,X
1670,pomorskie,bytowski,Studzienice,wiejska,OPS,302201082000,5,5,X,X,X,X
1671,pomorskie,bytowski,Trzebielino,wiejska,OPS,302201092000,8,8,X,X,X,X
1672,pomorskie,bytowski,Tuchomie,wiejska,OPS,302201102000,6,6,X,X,X,X
1673,pomorskie,chojnicki,Brusy,miejsko-wiejska,OPS,302202023000,15,15,X,X,X,X
1674,pomorskie,chojnicki,Chojnice,miejska,OPS,302202011000,58,58,X,X,X,X
1675,pomorskie,chojnicki,Chojnice,wiejska,OPS,302202032000,39,39,X,X,X,X
1676,pomorskie,chojnicki,Czersk,miejsko-wiejska,OPS,302202043000,66,66,X,X,X,X
1677,pomorskie,chojnicki,Konarzyny,wiejska,OPS,302202052000,4,4,X,X,X,X
1678,pomorskie,człuchowski,Czarne,miejsko-wiejska,OPS,302203023000,9,9,X,X,X,X
1679,pomorskie,człuchowski,Człuchów,miejska,OPS,302203011000,18,18,X,X,X,X
1680,pomorskie,człuchowski,Człuchów,wiejska,OPS,302203032000,31,31,X,X,X,X
1681,pomorskie,człuchowski,Debrzno,miejsko-wiejska,OPS,302203043000,25,25,X,X,X,X
1682,pomorskie,człuchowski,Koczała,wiejska,OPS,302203052000,4,4,X,X,X,X
1683,pomorskie,człuchowski,Przechlewo,wiejska,OPS,302203062000,28,28,X,X,X,X
1684,pomorskie,człuchowski,Rzeczenica,wiejska,OPS,302203072000,8,8,X,X,X,X
1685,pomorskie,m. Gdańsk,M. Gdańsk,miejska,MOPR,252261011000,506,506,X,X,X,X
1686,pomorskie,gdański,Cedry Wielkie,wiejska,OPS,302204022000,5,5,X,X,X,X
1687,pomorskie,gdański,Kolbudy,wiejska,OPS,302204032000,31,31,X,X,X,X
1688,pomorskie,gdański,Pruszcz Gdański,miejska,OPS,302204011000,58,58,X,X,X,X
1689,pomorskie,gdański,Pruszcz Gdański,wiejska,OPS,302204042000,63,63,X,X,X,X
1690,pomorskie,gdański,Przywidz,wiejska,OPS,302204052000,5,5,X,X,X,X
1691,pomorskie,gdański,Pszczółki,wiejska,OPS,302204062000,15,15,X,X,X,X
1692,pomorskie,gdański,Suchy Dąb,wiejska,OPS,302204072000,3,3,X,X,X,X
1693,pomorskie,gdański,Trąbki Wielkie,wiejska,OPS,302204082000,4,4,X,X,X,X
1694,pomorskie,m. Gdynia,M. Gdynia,miejska,MOPR,252262011000,235,235,X,X,X,X
1695,pomorskie,kartuski,Chmielno,wiejska,OPS,302205012000,23,23,X,X,X,X
1696,pomorskie,kartuski,Kartuzy,miejsko-wiejska,OPS,302205023000,43,43,X,X,X,X
1697,pomorskie,kartuski,Przodkowo,wiejska,OPS,302205032000,2,2,X,X,X,X
1698,pomorskie,kartuski,Sierakowice,wiejska,OPS,302205042000,36,36,X,X,X,X
1699,pomorskie,kartuski,Somonino,wiejska,OPS,302205052000,24,24,X,X,X,X
1700,pomorskie,kartuski,Stężyca,wiejska,OPS,302205062000,20,20,X,X,X,X
1701,pomorskie,kartuski,Sulęczyno,wiejska,OPS,302205072000,5,5,X,X,X,X
1702,pomorskie,kartuski,Żukowo,miejsko-wiejska,OPS,302205083000,43,43,X,X,X,X
1703,pomorskie,kościerski,Dziemiany,wiejska,OPS,302206022000,4,4,X,X,X,X
1704,pomorskie,kościerski,Karsin,wiejska,OPS,302206032000,15,15,X,X,X,X
1705,pomorskie,kościerski,Kościerzyna,miejska,OPS,302206011000,70,70,X,X,X,X
1706,pomorskie,kościerski,Kościerzyna,wiejska,OPS,302206042000,25,25,X,X,X,X
1707,pomorskie,kościerski,Liniewo,wiejska,OPS,302206052000,5,5,X,X,X,X
1708,pomorskie,kościerski,Lipusz,wiejska,OPS,302206062000,12,12,X,X,X,X
1709,pomorskie,kościerski,Nowa Karczma,wiejska,OPS,302206072000,7,7,X,X,X,X
1710,pomorskie,kościerski,Stara Kiszewa,wiejska,OPS,302206082000,4,4,X,X,X,X
1711,pomorskie,kwidzyński,Gardeja,wiejska,OPS,302207022000,1,1,X,X,X,X
1712,pomorskie,kwidzyński,Kwidzyn,miejska,OPS,302207011000,59,59,X,X,X,X
1713,pomorskie,kwidzyński,Kwidzyn,wiejska,OPS,302207032000,16,16,X,X,X,X
1714,pomorskie,kwidzyński,Prabuty,miejsko-wiejska,OPS,302207043000,19,19,X,X,X,X
1715,pomorskie,kwidzyński,Ryjewo,wiejska,OPS,302207052000,7,7,X,X,X,X
1716,pomorskie,kwidzyński,Sadlinki,wiejska,OPS,302207062000,3,3,X,X,X,X
1717,pomorskie,lęborski,Cewice,wiejska,OPS,302208032000,26,26,X,X,X,X
1718,pomorskie,lęborski,Lębork,miejska,OPS,302208011000,85,85,X,X,X,X
1719,pomorskie,lęborski,Łeba,miejska,OPS,302208021000,3,3,X,X,X,X
1720,pomorskie,lęborski,Nowa Wieś Lęborska,wiejska,OPS,302208042000,15,15,X,X,X,X
1721,pomorskie,lęborski,Wicko,wiejska,OPS,302208052000,3,3,X,X,X,X
1722,pomorskie,malborski,Lichnowy,wiejska,OPS,302209032000,16,16,X,X,X,X
1723,pomorskie,malborski,Malbork,miejska,OPS,302209011000,152,152,X,X,X,X
1724,pomorskie,malborski,Malbork,wiejska,OPS,302209042000,24,24,X,X,X,X
1725,pomorskie,malborski,Miłoradz,wiejska,OPS,302209062000,3,3,X,X,X,X
1726,pomorskie,malborski,Nowy Staw,miejsko-wiejska,OPS,302209073000,9,9,X,X,X,X
1727,pomorskie,malborski,Stare Pole,wiejska,OPS,302209082000,11,11,X,X,X,X
1728,pomorskie,nowodworski,Krynica Morska,miejska,OPS,302210011000,0,0,X,X,X,X
1729,pomorskie,nowodworski,Nowy Dwór Gdański,miejsko-wiejska,OPS,302210023000,37,37,X,X,X,X
1730,pomorskie,nowodworski,Ostaszewo,wiejska,OPS,302210032000,9,9,X,X,X,X
1731,pomorskie,nowodworski,Stegna,wiejska,OPS,302210042000,24,24,X,X,X,X
1732,pomorskie,nowodworski,Sztutowo,wiejska,OPS,302210052000,13,13,X,X,X,X
1733,pomorskie,pucki,Hel,miejska,OPS,302211011000,3,3,X,X,X,X
1734,pomorskie,pucki,Jastarnia,miejsko-wiejska,OPS,302211021000,8,8,X,X,X,X
1735,pomorskie,pucki,Kosakowo,wiejska,OPS,302211052000,40,40,X,X,X,X
1736,pomorskie,pucki,Krokowa,wiejska,OPS,302211062000,15,15,X,X,X,X
1737,pomorskie,pucki,Puck,miejska,OPS,302211031000,24,24,X,X,X,X
1738,pomorskie,pucki,Puck,wiejska,OPS,302211072000,58,58,X,X,X,X
1739,pomorskie,pucki,Władysławowo,miejsko-wiejska,OPS,302211041000,10,10,X,X,X,X
1740,pomorskie,m. Słupsk,M. Słupsk,miejska,MOPR,252263011000,99,99,X,X,X,X
1741,pomorskie,słupski,Damnica,wiejska,OPS,302212022000,6,6,X,X,X,X
1742,pomorskie,słupski,Dębnica Kaszubska,wiejska,OPS,302212032000,43,43,X,X,X,X
1743,pomorskie,słupski,Główczyce,wiejska,OPS,302212042000,21,21,X,X,X,X
1744,pomorskie,słupski,Kępice,miejsko-wiejska,OPS,302212053000,13,13,X,X,X,X
1745,pomorskie,słupski,Kobylnica,wiejska,OPS,302212062000,39,39,X,X,X,X
1746,pomorskie,słupski,Potęgowo,wiejska,OPS,302212072000,12,12,X,X,X,X
1747,pomorskie,słupski,Słupsk,wiejska,OPS,302212082000,29,29,X,X,X,X
1748,pomorskie,słupski,Smołdzino,wiejska,OPS,302212092000,7,7,X,X,X,X
1749,pomorskie,słupski,Ustka,miejska,OPS,302212011000,13,13,X,X,X,X
1750,pomorskie,słupski,Ustka,wiejska,OPS,302212102000,18,18,X,X,X,X
1751,pomorskie,m. Sopot,M. Sopot,miejska,MOPR,252264011000,93,93,X,X,X,X
1752,pomorskie,starogardzki,Bobowo,wiejska,OPS,302213042000,8,8,X,X,X,X
1753,pomorskie,starogardzki,Czarna Woda,miejsko-wiejska,OPS,302213011000,3,3,X,X,X,X
1754,pomorskie,starogardzki,Kaliska,wiejska,OPS,302213052000,9,9,X,X,X,X
1755,pomorskie,starogardzki,Lubichowo,wiejska,OPS,302213062000,7,7,X,X,X,X
1756,pomorskie,starogardzki,Osieczna,wiejska,OPS,302213072000,9,9,X,X,X,X
1757,pomorskie,starogardzki,Osiek,wiejska,OPS,302213082000,2,2,X,X,X,X
1758,pomorskie,starogardzki,Skarszewy,miejsko-wiejska,OPS,302213093000,30,30,X,X,X,X
1759,pomorskie,starogardzki,Skórcz,miejska,OPS,302213021000,4,4,X,X,X,X
1760,pomorskie,starogardzki,Skórcz,wiejska,OPS,302213102000,9,9,X,X,X,X
1761,pomorskie,starogardzki,Smętowo Graniczne,wiejska,OPS,302213112000,5,5,X,X,X,X
1762,pomorskie,starogardzki,Starogard Gdański,miejska,OPS,302213031000,170,170,X,X,X,X
1763,pomorskie,starogardzki,Starogard Gdański,wiejska,OPS,302213122000,36,36,X,X,X,X
1764,pomorskie,starogardzki,Zblewo,wiejska,OPS,302213132000,29,29,X,X,X,X
1765,pomorskie,sztumski,Dzierzgoń,miejsko-wiejska,OPS,302216013000,42,42,X,X,X,X
1766,pomorskie,sztumski,Mikołajki Pomorskie,wiejska,OPS,302216022000,3,3,X,X,X,X
1767,pomorskie,sztumski,Stary Dzierzgoń,wiejska,OPS,302216032000,16,16,X,X,X,X
1768,pomorskie,sztumski,Stary Targ,wiejska,OPS,302216042000,16,16,X,X,X,X
1769,pomorskie,sztumski,Sztum,miejsko-wiejska,OPS,302216053000,51,51,X,X,X,X
1770,pomorskie,tczewski,Gniew,miejsko-wiejska,OPS,302214023000,26,26,X,X,X,X
1771,pomorskie,tczewski,Morzeszczyn,wiejska,OPS,302214032000,1,1,X,X,X,X
1772,pomorskie,tczewski,Pelplin,miejsko-wiejska,OPS,302214043000,26,26,X,X,X,X
1773,pomorskie,tczewski,Subkowy,wiejska,OPS,302214052000,9,9,X,X,X,X
1774,pomorskie,tczewski,Tczew,miejska,OPS,302214011000,136,136,X,X,X,X
1775,pomorskie,tczewski,Tczew,wiejska,OPS,302214062000,22,22,X,X,X,X
1776,pomorskie,wejherowski,Choczewo,wiejska,OPS,302215042000,24,24,X,X,X,X
1777,pomorskie,wejherowski,Gniewino,wiejska,OPS,302215052000,22,22,X,X,X,X
1778,pomorskie,wejherowski,Linia,wiejska,OPS,302215062000,8,8,X,X,X,X
1779,pomorskie,wejherowski,Luzino,wiejska,OPS,302215072000,32,32,X,X,X,X
1780,pomorskie,wejherowski,Łęczyce,wiejska,OPS,302215082000,26,26,X,X,X,X
1781,pomorskie,wejherowski,Reda,miejska,OPS,302215011000,72,72,X,X,X,X
1782,pomorskie,wejherowski,Rumia,miejska,OPS,302215021000,103,103,X,X,X,X
1783,pomorskie,wejherowski,Szemud,wiejska,OPS,302215092000,28,28,X,X,X,X
1784,pomorskie,wejherowski,Wejherowo,miejska,OPS,302215031000,130,130,X,X,X,X
1785,pomorskie,wejherowski,Wejherowo,wiejska,OPS,302215102000,56,56,X,X,X,X
1786,śląskie,-,-,-,WPS,102400000000,7485,7485,X,X,X,X
1787,śląskie,będziński,Będzin,miejska,OPS,302401011000,107,107,X,X,X,X
1788,śląskie,będziński,Bobrowniki,wiejska,OPS,302401042000,28,28,X,X,X,X
1789,śląskie,będziński,Czeladź,miejska,OPS,302401021000,87,87,X,X,X,X
1790,śląskie,będziński,Mierzęcice,wiejska,OPS,302401052000,6,6,X,X,X,X
1791,śląskie,będziński,Psary,wiejska,OPS,302401062000,19,19,X,X,X,X
1792,śląskie,będziński,Siewierz,miejsko-wiejska,OPS,302401073000,21,21,X,X,X,X
1793,śląskie,będziński,Sławków,miejska,OPS,302401081000,23,23,X,X,X,X
1794,śląskie,będziński,Wojkowice,miejska,OPS,302401031000,8,8,X,X,X,X
1795,śląskie,bielski,Bestwina,wiejska,OPS,302402022000,4,4,X,X,X,X
1796,śląskie,bielski,Buczkowice,wiejska,OPS,302402032000,13,13,X,X,X,X
1797,śląskie,bielski,Czechowice-Dziedzice,miejsko-wiejska,OPS,302402043000,105,105,X,X,X,X
1798,śląskie,bielski,Jasienica,wiejska,OPS,302402052000,33,33,X,X,X,X
1799,śląskie,bielski,Jaworze,wiejska,OPS,302402062000,9,9,X,X,X,X
1800,śląskie,bielski,Kozy,wiejska,OPS,302402072000,13,13,X,X,X,X
1801,śląskie,bielski,Porąbka,wiejska,OPS,302402082000,12,12,X,X,X,X
1802,śląskie,bielski,Szczyrk,miejska,OPS,302402011000,19,19,X,X,X,X
1803,śląskie,bielski,Wilamowice,miejsko-wiejska,OPS,302402093000,20,20,X,X,X,X
1804,śląskie,bielski,Wilkowice,wiejska,OPS,302402102000,14,14,X,X,X,X
1805,śląskie,m. Bielsko-Biała,M. Bielsko-Biała,miejska,MOPR,252461011000,176,176,X,X,X,X
1806,śląskie,bieruńsko-lędziński,Bieruń,miejska,OPS,302414011000,46,46,X,X,X,X
1807,śląskie,bieruńsko-lędziński,Bojszowy,wiejska,OPS,302414042000,9,9,X,X,X,X
1808,śląskie,bieruńsko-lędziński,Chełm Śląski,wiejska,OPS,302414052000,16,16,X,X,X,X
1809,śląskie,bieruńsko-lędziński,Imielin,miejska,OPS,302414021000,20,20,X,X,X,X
1810,śląskie,bieruńsko-lędziński,Lędziny,miejska,OPS,302414031000,32,32,X,X,X,X
1811,śląskie,m. Bytom,M. Bytom,miejska,MOPR,252462011000,211,211,X,X,X,X
1812,śląskie,m. Chorzów,M. Chorzów,miejska,MOPR,252463011000,159,159,X,X,X,X
1813,śląskie,cieszyński,Brenna,wiejska,OPS,302403042000,8,8,X,X,X,X
1814,śląskie,cieszyński,Chybie,wiejska,OPS,302403052000,8,8,X,X,X,X
1815,śląskie,cieszyński,Cieszyn,miejska,OPS,302403011000,46,46,X,X,X,X
1816,śląskie,cieszyński,Dębowiec,wiejska,OPS,302403062000,6,6,X,X,X,X
1817,śląskie,cieszyński,Goleszów,wiejska,OPS,302403072000,10,10,X,X,X,X
1818,śląskie,cieszyński,Hażlach,wiejska,OPS,302403082000,37,37,X,X,X,X
1819,śląskie,cieszyński,Istebna,wiejska,OPS,302403092000,22,22,X,X,X,X
1820,śląskie,cieszyński,Skoczów,miejsko-wiejska,OPS,302403103000,52,52,X,X,X,X
1821,śląskie,cieszyński,Strumień,miejsko-wiejska,OPS,302403113000,21,21,X,X,X,X
1822,śląskie,cieszyński,Ustroń,miejska,OPS,302403021000,16,16,X,X,X,X
1823,śląskie,cieszyński,Wisła,miejska,OPS,302403031000,18,18,X,X,X,X
1824,śląskie,cieszyński,Zebrzydowice,wiejska,OPS,302403122000,27,27,X,X,X,X
1825,śląskie,m. Częstochowa,M. Częstochowa,miejska,MOPR,252464011000,343,343,X,X,X,X
1826,śląskie,częstochowski,Blachownia,miejsko-wiejska,OPS,302404013000,22,22,X,X,X,X
1827,śląskie,częstochowski,Dąbrowa Zielona,wiejska,OPS,302404022000,3,3,X,X,X,X
1828,śląskie,częstochowski,Janów,wiejska,OPS,302404032000,7,7,X,X,X,X
1829,śląskie,częstochowski,Kamienica Polska,wiejska,OPS,302404042000,6,6,X,X,X,X
1830,śląskie,częstochowski,Kłomnice,wiejska,OPS,302404052000,12,12,X,X,X,X
1831,śląskie,częstochowski,Koniecpol,miejsko-wiejska,OPS,302404063000,6,6,X,X,X,X
1832,śląskie,częstochowski,Konopiska,wiejska,OPS,302404072000,15,15,X,X,X,X
1833,śląskie,częstochowski,Kruszyna,wiejska,OPS,302404082000,2,2,X,X,X,X
1834,śląskie,częstochowski,Lelów,wiejska,OPS,302404092000,1,1,X,X,X,X
1835,śląskie,częstochowski,Mstów,wiejska,OPS,302404102000,4,4,X,X,X,X
1836,śląskie,częstochowski,Mykanów,wiejska,OPS,302404112000,11,11,X,X,X,X
1837,śląskie,częstochowski,Olsztyn,wiejska,OPS,302404122000,11,11,X,X,X,X
1838,śląskie,częstochowski,Poczesna,wiejska,OPS,302404132000,20,20,X,X,X,X
1839,śląskie,częstochowski,Przyrów,wiejska,OPS,302404142000,3,3,X,X,X,X
1840,śląskie,częstochowski,Rędziny,wiejska,OPS,302404152000,3,3,X,X,X,X
1841,śląskie,częstochowski,Starcza,wiejska,OPS,302404162000,6,6,X,X,X,X
1842,śląskie,m. Dąbrowa Górnicza,M. Dąbrowa Górnicza,miejska,MOPR,252465011000,200,200,X,X,X,X
1843,śląskie,m. Gliwice,M. Gliwice,miejska,MOPR,252466011000,311,311,X,X,X,X
1844,śląskie,gliwicki,Gierałtowice,wiejska,OPS,302405032000,13,13,X,X,X,X
1845,śląskie,gliwicki,Knurów,miejska,OPS,302405011000,92,92,X,X,X,X
1846,śląskie,gliwicki,Pilchowice,wiejska,OPS,302405042000,7,7,X,X,X,X
1847,śląskie,gliwicki,Pyskowice,miejska,OPS,302405021000,63,63,X,X,X,X
1848,śląskie,gliwicki,Rudziniec,wiejska,OPS,302405052000,7,7,X,X,X,X
1849,śląskie,gliwicki,Sośnicowice,miejsko-wiejska,OPS,302405063000,7,7,X,X,X,X
1850,śląskie,gliwicki,Toszek,miejsko-wiejska,OPS,302405073000,9,9,X,X,X,X
1851,śląskie,gliwicki,Wielowieś,wiejska,OPS,302405082000,4,4,X,X,X,X
1852,śląskie,m. Jastrzębie-Zdrój,M. Jastrzębie-Zdrój,miejska,MOPR,252467011000,168,168,X,X,X,X
1853,śląskie,m. Jaworzno,M. Jaworzno,miejska,MOPR,252468011000,164,164,X,X,X,X
1854,śląskie,m. Katowice,M. Katowice,miejska,MOPR,252469011000,569,569,X,X,X,X
1855,śląskie,kłobucki,Kłobuck,miejsko-wiejska,OPS,302406013000,36,36,X,X,X,X
1856,śląskie,kłobucki,Krzepice,miejsko-wiejska,OPS,302406023000,14,14,X,X,X,X
1857,śląskie,kłobucki,Lipie,wiejska,OPS,302406032000,12,12,X,X,X,X
1858,śląskie,kłobucki,Miedźno,wiejska,OPS,302406042000,16,16,X,X,X,X
1859,śląskie,kłobucki,Opatów,wiejska,OPS,302406052000,5,5,X,X,X,X
